schedule_id,volunteer_id,volunteer_name,status,volunteer_shift_pref,schedule_date,shift_type,scheduled_hours,schedule_status,no_show_flag,calls_that_day,avg_call_duration_minutes,year,month,day_of_week,is_weekend,is_federal_holiday,program_is_open
2378,9504,Riley A,Active,Day,2024-02-27,Day,4,Scheduled,false,2,13.50,2024,2,Tuesday,false,false,true
2379,9509,Rowan F,Active,Afternoon,2024-02-27,Afternoon,4,Scheduled,true,0,,2024,2,Tuesday,false,false,true
2380,9563,Finley L,Resigned,Afternoon,2024-02-27,Afternoon,4,Scheduled,false,5,19.60,2024,2,Tuesday,false,false,true
2381,9527,Cameron H,Resigned,Day,2024-02-28,Day,4,Scheduled,false,9,25.44,2024,2,Wednesday,false,false,true
2382,9558,Casey L,Resigned,Afternoon,2024-02-28,Day,4,Scheduled,false,3,17.00,2024,2,Wednesday,false,false,true
2383,9531,Skyler F,Active,Day,2024-02-28,Afternoon,4,Scheduled,false,7,24.00,2024,2,Wednesday,false,false,true
2384,9548,Taylor C,Active,Afternoon,2024-02-28,Afternoon,4,Scheduled,false,7,24.29,2024,2,Wednesday,false,false,true
2385,9562,Riley X,Resigned,Afternoon,2024-02-29,Day,4,Scheduled,false,3,29.33,2024,2,Thursday,false,false,true
2386,9515,Dakota Y,Resigned,Day,2024-02-29,Day,4,Scheduled,false,5,23.40,2024,2,Thursday,false,false,true
2387,9555,Parker Z,Active,Afternoon,2024-02-29,Afternoon,4,Scheduled,false,5,18.20,2024,2,Thursday,false,false,true
2388,9569,Riley D,Active,Afternoon,2024-02-29,Afternoon,4,Scheduled,false,10,29.50,2024,2,Thursday,false,false,true
2389,9503,Cameron T,Active,Afternoon,2024-03-01,Day,4,Scheduled,false,5,21.80,2024,3,Friday,false,false,true
2390,9522,Harper W,Resigned,Day,2024-03-01,Day,4,Scheduled,false,2,28.00,2024,3,Friday,false,false,true
2391,9525,Harper Z,Resigned,Day,2024-03-01,Afternoon,4,Scheduled,false,2,31.50,2024,3,Friday,false,false,true
2392,9528,Finley I,Resigned,Afternoon,2024-03-01,Afternoon,4,Scheduled,false,3,21.33,2024,3,Friday,false,false,true
2393,9571,Parker W,Active,Afternoon,2024-03-04,Day,4,Scheduled,false,3,16.33,2024,3,Monday,false,false,true
2394,9558,Casey L,Resigned,Afternoon,2024-03-04,Day,4,Scheduled,false,3,28.33,2024,3,Monday,false,false,true
2395,9535,Quinn E,Resigned,Afternoon,2024-03-04,Afternoon,4,Scheduled,false,3,25.00,2024,3,Monday,false,false,true
2396,9531,Skyler F,Active,Day,2024-03-04,Afternoon,4,Scheduled,false,2,29.50,2024,3,Monday,false,false,true
2397,9560,Finley A,Resigned,Afternoon,2024-03-05,Day,4,Scheduled,false,2,27.00,2024,3,Tuesday,false,false,true
2398,9562,Riley X,Resigned,Afternoon,2024-03-05,Afternoon,4,Scheduled,true,0,,2024,3,Tuesday,false,false,true
2399,9547,Rowan C,Active,Afternoon,2024-03-05,Afternoon,4,Scheduled,false,1,40.00,2024,3,Tuesday,false,false,true
2400,9528,Finley I,Resigned,Afternoon,2024-03-06,Day,4,Scheduled,false,2,30.50,2024,3,Wednesday,false,false,true
2401,9503,Cameron T,Active,Afternoon,2024-03-06,Day,4,Scheduled,false,3,25.33,2024,3,Wednesday,false,false,true
2402,9555,Parker Z,Active,Afternoon,2024-03-06,Afternoon,4,Scheduled,false,3,29.33,2024,3,Wednesday,false,false,true
2403,9511,Drew F,Resigned,Afternoon,2024-03-06,Afternoon,4,Scheduled,false,2,29.00,2024,3,Wednesday,false,false,true
2404,9509,Rowan F,Active,Afternoon,2024-03-07,Day,4,Scheduled,false,1,23.00,2024,3,Thursday,false,false,true
2405,9570,Rowan T,Active,Afternoon,2024-03-07,Day,4,Scheduled,false,3,30.00,2024,3,Thursday,false,false,true
2406,9515,Dakota Y,Resigned,Day,2024-03-07,Afternoon,4,Scheduled,false,3,14.00,2024,3,Thursday,false,false,true
2407,9522,Harper W,Resigned,Day,2024-03-07,Afternoon,4,Scheduled,false,3,20.33,2024,3,Thursday,false,false,true
2408,9563,Finley L,Resigned,Afternoon,2024-03-08,Day,4,Scheduled,false,4,16.50,2024,3,Friday,false,false,true
2409,9525,Harper Z,Resigned,Day,2024-03-08,Day,4,Scheduled,false,2,25.50,2024,3,Friday,false,false,true
2410,9546,Taylor R,Resigned,Day,2024-03-08,Afternoon,4,Scheduled,false,2,15.00,2024,3,Friday,false,false,true
2411,9505,Cameron Z,Active,Afternoon,2024-03-08,Afternoon,4,Scheduled,true,0,,2024,3,Friday,false,false,true
2412,9528,Finley I,Resigned,Afternoon,2024-03-11,Day,4,Scheduled,false,3,20.33,2024,3,Monday,false,false,true
2413,9503,Cameron T,Active,Afternoon,2024-03-11,Day,4,Scheduled,false,2,17.00,2024,3,Monday,false,false,true
2414,9535,Quinn E,Resigned,Afternoon,2024-03-11,Afternoon,4,Scheduled,true,0,,2024,3,Monday,false,false,true
2415,9509,Rowan F,Active,Afternoon,2024-03-11,Afternoon,4,Scheduled,false,3,17.00,2024,3,Monday,false,false,true
2416,9505,Cameron Z,Active,Afternoon,2024-03-12,Day,4,Scheduled,true,0,,2024,3,Tuesday,false,false,true
2417,9563,Finley L,Resigned,Afternoon,2024-03-12,Day,4,Scheduled,false,3,18.67,2024,3,Tuesday,false,false,true
2418,9546,Taylor R,Resigned,Day,2024-03-12,Afternoon,4,Scheduled,false,3,17.67,2024,3,Tuesday,false,false,true
2419,9569,Riley D,Active,Afternoon,2024-03-12,Afternoon,4,Scheduled,false,2,12.00,2024,3,Tuesday,false,false,true
2420,9515,Dakota Y,Resigned,Day,2024-03-13,Day,4,Scheduled,true,0,,2024,3,Wednesday,false,false,true
2421,9527,Cameron H,Resigned,Day,2024-03-13,Day,4,Scheduled,false,3,22.67,2024,3,Wednesday,false,false,true
2422,9558,Casey L,Resigned,Afternoon,2024-03-13,Afternoon,4,Scheduled,false,1,27.00,2024,3,Wednesday,false,false,true
2423,9555,Parker Z,Active,Afternoon,2024-03-14,Day,4,Scheduled,false,2,15.50,2024,3,Thursday,false,false,true
2424,9560,Finley A,Resigned,Afternoon,2024-03-14,Day,4,Scheduled,true,0,,2024,3,Thursday,false,false,true
2425,9522,Harper W,Resigned,Day,2024-03-14,Afternoon,4,Scheduled,false,3,18.33,2024,3,Thursday,false,false,true
2426,9548,Taylor C,Active,Afternoon,2024-03-14,Afternoon,4,Scheduled,false,1,7.00,2024,3,Thursday,false,false,true
2427,9525,Harper Z,Resigned,Day,2024-03-15,Day,4,Scheduled,false,5,18.40,2024,3,Friday,false,false,true
2428,9562,Riley X,Resigned,Afternoon,2024-03-15,Day,4,Scheduled,false,3,21.00,2024,3,Friday,false,false,true
2429,9547,Rowan C,Active,Afternoon,2024-03-15,Afternoon,4,Scheduled,true,0,,2024,3,Friday,false,false,true
2430,9504,Riley A,Active,Day,2024-03-15,Afternoon,4,Scheduled,false,3,21.67,2024,3,Friday,false,false,true
2431,9511,Drew F,Resigned,Afternoon,2024-03-18,Day,4,Scheduled,false,3,18.00,2024,3,Monday,false,false,true
2432,9561,Jamie F,Resigned,Afternoon,2024-03-18,Afternoon,4,Scheduled,true,0,,2024,3,Monday,false,false,true
2433,9527,Cameron H,Resigned,Day,2024-03-18,Afternoon,4,Scheduled,false,4,29.75,2024,3,Monday,false,false,true
2434,9558,Casey L,Resigned,Afternoon,2024-03-19,Day,4,Scheduled,false,2,23.50,2024,3,Tuesday,false,false,true
2435,9571,Parker W,Active,Afternoon,2024-03-19,Afternoon,4,Scheduled,false,3,19.00,2024,3,Tuesday,false,false,true
2436,9503,Cameron T,Active,Afternoon,2024-03-19,Afternoon,4,Scheduled,false,1,22.00,2024,3,Tuesday,false,false,true
2437,9546,Taylor R,Resigned,Day,2024-03-20,Day,4,Scheduled,false,3,14.67,2024,3,Wednesday,false,false,true
2438,9504,Riley A,Active,Day,2024-03-20,Day,4,Scheduled,false,3,22.33,2024,3,Wednesday,false,false,true
2439,9560,Finley A,Resigned,Afternoon,2024-03-20,Afternoon,4,Scheduled,true,0,,2024,3,Wednesday,false,false,true
2440,9555,Parker Z,Active,Afternoon,2024-03-20,Afternoon,4,Scheduled,false,1,15.00,2024,3,Wednesday,false,false,true
2441,9547,Rowan C,Active,Afternoon,2024-03-21,Day,4,Scheduled,true,0,,2024,3,Thursday,false,false,true
2442,9509,Rowan F,Active,Afternoon,2024-03-21,Day,4,Scheduled,false,4,16.75,2024,3,Thursday,false,false,true
2443,9563,Finley L,Resigned,Afternoon,2024-03-21,Afternoon,4,Scheduled,false,2,21.50,2024,3,Thursday,false,false,true
2444,9505,Cameron Z,Active,Afternoon,2024-03-21,Afternoon,4,Scheduled,false,3,25.33,2024,3,Thursday,false,false,true
2445,9522,Harper W,Resigned,Day,2024-03-22,Day,4,Scheduled,false,3,31.33,2024,3,Friday,false,false,true
2446,9562,Riley X,Resigned,Afternoon,2024-03-22,Day,4,Scheduled,false,2,19.00,2024,3,Friday,false,false,true
2447,9528,Finley I,Resigned,Afternoon,2024-03-22,Afternoon,4,Scheduled,false,4,23.75,2024,3,Friday,false,false,true
2448,9569,Riley D,Active,Afternoon,2024-03-22,Afternoon,4,Scheduled,false,1,33.00,2024,3,Friday,false,false,true
2449,9531,Skyler F,Active,Day,2024-03-25,Day,4,Scheduled,false,2,32.50,2024,3,Monday,false,false,true
2450,9509,Rowan F,Active,Afternoon,2024-03-25,Day,4,Scheduled,false,1,11.00,2024,3,Monday,false,false,true
2451,9522,Harper W,Resigned,Day,2024-03-25,Afternoon,4,Scheduled,false,1,9.00,2024,3,Monday,false,false,true
2452,9546,Taylor R,Resigned,Day,2024-03-25,Afternoon,4,Scheduled,false,1,37.00,2024,3,Monday,false,false,true
2453,9570,Rowan T,Active,Afternoon,2024-03-26,Day,4,Scheduled,false,2,27.50,2024,3,Tuesday,false,false,true
2454,9569,Riley D,Active,Afternoon,2024-03-26,Day,4,Scheduled,false,4,20.75,2024,3,Tuesday,false,false,true
2455,9571,Parker W,Active,Afternoon,2024-03-26,Afternoon,4,Scheduled,true,0,,2024,3,Tuesday,false,false,true
2456,9563,Finley L,Resigned,Afternoon,2024-03-26,Afternoon,4,Scheduled,false,1,9.00,2024,3,Tuesday,false,false,true
2457,9503,Cameron T,Active,Afternoon,2024-03-27,Day,4,Scheduled,false,3,29.67,2024,3,Wednesday,false,false,true
2458,9527,Cameron H,Resigned,Day,2024-03-27,Day,4,Scheduled,false,3,9.67,2024,3,Wednesday,false,false,true
2459,9535,Quinn E,Resigned,Afternoon,2024-03-27,Afternoon,4,Scheduled,false,3,24.33,2024,3,Wednesday,false,false,true
2460,9561,Jamie F,Resigned,Afternoon,2024-03-27,Afternoon,4,Scheduled,true,0,,2024,3,Wednesday,false,false,true
2461,9558,Casey L,Resigned,Afternoon,2024-03-28,Day,4,Scheduled,false,3,18.67,2024,3,Thursday,false,false,true
2462,9511,Drew F,Resigned,Afternoon,2024-03-28,Day,4,Scheduled,false,3,16.67,2024,3,Thursday,false,false,true
2463,9528,Finley I,Resigned,Afternoon,2024-03-28,Afternoon,4,Scheduled,false,2,17.00,2024,3,Thursday,false,false,true
2464,9560,Finley A,Resigned,Afternoon,2024-03-28,Afternoon,4,Scheduled,false,2,24.50,2024,3,Thursday,false,false,true
2465,9505,Cameron Z,Active,Afternoon,2024-03-29,Day,4,Scheduled,true,0,,2024,3,Friday,false,false,true
2466,9515,Dakota Y,Resigned,Day,2024-03-29,Day,4,Scheduled,false,2,28.50,2024,3,Friday,false,false,true
2467,9504,Riley A,Active,Day,2024-03-29,Afternoon,4,Scheduled,false,1,31.00,2024,3,Friday,false,false,true
2468,9555,Parker Z,Active,Afternoon,2024-03-29,Afternoon,4,Scheduled,true,0,,2024,3,Friday,false,false,true
2469,9555,Parker Z,Active,Afternoon,2024-04-01,Day,4,Scheduled,false,2,29.50,2024,4,Monday,false,false,true
2470,9547,Rowan C,Active,Afternoon,2024-04-01,Day,4,Scheduled,false,1,37.00,2024,4,Monday,false,false,true
2471,9563,Finley L,Resigned,Afternoon,2024-04-01,Afternoon,4,Scheduled,false,3,21.67,2024,4,Monday,false,false,true
2472,9505,Cameron Z,Active,Afternoon,2024-04-01,Afternoon,4,Scheduled,false,4,19.75,2024,4,Monday,false,false,true
2473,9515,Dakota Y,Resigned,Day,2024-04-02,Day,4,Scheduled,true,0,,2024,4,Tuesday,false,false,true
2474,9525,Harper Z,Resigned,Day,2024-04-02,Day,4,Scheduled,false,3,30.33,2024,4,Tuesday,false,false,true
2475,9511,Drew F,Resigned,Afternoon,2024-04-02,Afternoon,4,Scheduled,false,1,14.00,2024,4,Tuesday,false,false,true
2476,9569,Riley D,Active,Afternoon,2024-04-02,Afternoon,4,Scheduled,false,3,29.33,2024,4,Tuesday,false,false,true
2477,9527,Cameron H,Resigned,Day,2024-04-03,Day,4,Scheduled,false,3,14.00,2024,4,Wednesday,false,false,true
2478,9571,Parker W,Active,Afternoon,2024-04-03,Day,4,Scheduled,false,4,34.75,2024,4,Wednesday,false,false,true
2479,9561,Jamie F,Resigned,Afternoon,2024-04-03,Afternoon,4,Scheduled,false,2,22.00,2024,4,Wednesday,false,false,true
2480,9558,Casey L,Resigned,Afternoon,2024-04-03,Afternoon,4,Scheduled,false,2,27.00,2024,4,Wednesday,false,false,true
2481,9570,Rowan T,Active,Afternoon,2024-04-04,Day,4,Scheduled,false,3,19.00,2024,4,Thursday,false,false,true
2482,9504,Riley A,Active,Day,2024-04-04,Day,4,Scheduled,false,1,31.00,2024,4,Thursday,false,false,true
2483,9546,Taylor R,Resigned,Day,2024-04-04,Afternoon,4,Scheduled,false,2,23.50,2024,4,Thursday,false,false,true
2484,9503,Cameron T,Active,Afternoon,2024-04-04,Afternoon,4,Scheduled,false,4,27.75,2024,4,Thursday,false,false,true
2485,9509,Rowan F,Active,Afternoon,2024-04-05,Day,4,Scheduled,false,1,6.00,2024,4,Friday,false,false,true
2486,9560,Finley A,Resigned,Afternoon,2024-04-05,Day,4,Scheduled,false,1,17.00,2024,4,Friday,false,false,true
2487,9522,Harper W,Resigned,Day,2024-04-05,Afternoon,4,Scheduled,false,1,26.00,2024,4,Friday,false,false,true
2488,9528,Finley I,Resigned,Afternoon,2024-04-05,Afternoon,4,Scheduled,true,0,,2024,4,Friday,false,false,true
2489,9561,Jamie F,Resigned,Afternoon,2024-04-08,Day,4,Scheduled,false,1,31.00,2024,4,Monday,false,false,true
2490,9546,Taylor R,Resigned,Day,2024-04-08,Day,4,Scheduled,false,2,15.50,2024,4,Monday,false,false,true
2491,9511,Drew F,Resigned,Afternoon,2024-04-08,Afternoon,4,Scheduled,false,2,29.50,2024,4,Monday,false,false,true
2492,9555,Parker Z,Active,Afternoon,2024-04-08,Afternoon,4,Scheduled,false,1,5.00,2024,4,Monday,false,false,true
2493,9558,Casey L,Resigned,Afternoon,2024-04-09,Day,4,Scheduled,false,3,27.33,2024,4,Tuesday,false,false,true
2494,9560,Finley A,Resigned,Afternoon,2024-04-09,Day,4,Scheduled,false,5,31.40,2024,4,Tuesday,false,false,true
2495,9522,Harper W,Resigned,Day,2024-04-09,Afternoon,4,Scheduled,false,4,33.00,2024,4,Tuesday,false,false,true
2496,9563,Finley L,Resigned,Afternoon,2024-04-09,Afternoon,4,Scheduled,false,4,21.50,2024,4,Tuesday,false,false,true
2497,9569,Riley D,Active,Afternoon,2024-04-10,Day,4,Scheduled,false,2,21.00,2024,4,Wednesday,false,false,true
2498,9531,Skyler F,Active,Day,2024-04-10,Day,4,Scheduled,false,3,25.67,2024,4,Wednesday,false,false,true
2499,9570,Rowan T,Active,Afternoon,2024-04-10,Afternoon,4,Scheduled,true,0,,2024,4,Wednesday,false,false,true
2500,9527,Cameron H,Resigned,Day,2024-04-10,Afternoon,4,Scheduled,true,0,,2024,4,Wednesday,false,false,true
2501,9535,Quinn E,Resigned,Afternoon,2024-04-11,Day,4,Scheduled,false,1,30.00,2024,4,Thursday,false,false,true
2502,9509,Rowan F,Active,Afternoon,2024-04-11,Day,4,Scheduled,false,4,18.00,2024,4,Thursday,false,false,true
2503,9528,Finley I,Resigned,Afternoon,2024-04-11,Afternoon,4,Scheduled,false,3,12.67,2024,4,Thursday,false,false,true
2504,9547,Rowan C,Active,Afternoon,2024-04-11,Afternoon,4,Scheduled,true,0,,2024,4,Thursday,false,false,true
2505,9504,Riley A,Active,Day,2024-04-12,Day,4,Scheduled,false,2,20.00,2024,4,Friday,false,false,true
2506,9515,Dakota Y,Resigned,Day,2024-04-12,Day,4,Scheduled,false,4,15.75,2024,4,Friday,false,false,true
2507,9571,Parker W,Active,Afternoon,2024-04-12,Afternoon,4,Scheduled,false,2,9.50,2024,4,Friday,false,false,true
2508,9551,Rowan B,Resigned,Day,2024-04-12,Afternoon,4,Scheduled,false,3,25.67,2024,4,Friday,false,false,true
2509,9548,Taylor C,Active,Afternoon,2024-04-15,Day,4,Scheduled,false,2,24.50,2024,4,Monday,false,false,true
2510,9531,Skyler F,Active,Day,2024-04-15,Day,4,Scheduled,false,2,37.50,2024,4,Monday,false,false,true
2511,9571,Parker W,Active,Afternoon,2024-04-15,Afternoon,4,Scheduled,false,4,26.75,2024,4,Monday,false,false,true
2512,9503,Cameron T,Active,Afternoon,2024-04-15,Afternoon,4,Scheduled,false,3,23.00,2024,4,Monday,false,false,true
2513,9535,Quinn E,Resigned,Afternoon,2024-04-16,Day,4,Scheduled,false,1,37.00,2024,4,Tuesday,false,false,true
2514,9558,Casey L,Resigned,Afternoon,2024-04-16,Day,4,Scheduled,false,3,14.00,2024,4,Tuesday,false,false,true
2515,9560,Finley A,Resigned,Afternoon,2024-04-16,Afternoon,4,Scheduled,false,2,28.00,2024,4,Tuesday,false,false,true
2516,9547,Rowan C,Active,Afternoon,2024-04-16,Afternoon,4,Scheduled,false,1,10.00,2024,4,Tuesday,false,false,true
2517,9561,Jamie F,Resigned,Afternoon,2024-04-17,Day,4,Scheduled,false,2,38.50,2024,4,Wednesday,false,false,true
2518,9527,Cameron H,Resigned,Day,2024-04-17,Day,4,Scheduled,false,4,24.75,2024,4,Wednesday,false,false,true
2519,9551,Rowan B,Resigned,Day,2024-04-17,Afternoon,4,Scheduled,false,1,10.00,2024,4,Wednesday,false,false,true
2520,9525,Harper Z,Resigned,Day,2024-04-17,Afternoon,4,Scheduled,false,3,32.67,2024,4,Wednesday,false,false,true
2521,9546,Taylor R,Resigned,Day,2024-04-18,Day,4,Scheduled,false,1,31.00,2024,4,Thursday,false,false,true
2522,9569,Riley D,Active,Afternoon,2024-04-18,Day,4,Scheduled,false,1,28.00,2024,4,Thursday,false,false,true
2523,9570,Rowan T,Active,Afternoon,2024-04-18,Afternoon,4,Scheduled,false,2,16.50,2024,4,Thursday,false,false,true
2524,9505,Cameron Z,Active,Afternoon,2024-04-18,Afternoon,4,Scheduled,false,2,14.00,2024,4,Thursday,false,false,true
2525,9528,Finley I,Resigned,Afternoon,2024-04-19,Day,4,Scheduled,true,0,,2024,4,Friday,false,false,true
2526,9509,Rowan F,Active,Afternoon,2024-04-19,Day,4,Scheduled,false,2,17.50,2024,4,Friday,false,false,true
2527,9522,Harper W,Resigned,Day,2024-04-19,Afternoon,4,Scheduled,true,0,,2024,4,Friday,false,false,true
2528,9555,Parker Z,Active,Afternoon,2024-04-19,Afternoon,4,Scheduled,true,0,,2024,4,Friday,false,false,true
2529,9511,Drew F,Resigned,Afternoon,2024-04-22,Day,4,Scheduled,false,5,22.20,2024,4,Monday,false,false,true
2530,9531,Skyler F,Active,Day,2024-04-22,Day,4,Scheduled,true,0,,2024,4,Monday,false,false,true
2531,9558,Casey L,Resigned,Afternoon,2024-04-22,Afternoon,4,Scheduled,false,3,21.00,2024,4,Monday,false,false,true
2532,9547,Rowan C,Active,Afternoon,2024-04-22,Afternoon,4,Scheduled,false,2,27.50,2024,4,Monday,false,false,true
2533,9509,Rowan F,Active,Afternoon,2024-04-23,Day,4,Scheduled,false,3,16.67,2024,4,Tuesday,false,false,true
2534,9505,Cameron Z,Active,Afternoon,2024-04-23,Day,4,Scheduled,false,3,22.67,2024,4,Tuesday,false,false,true
2535,9535,Quinn E,Resigned,Afternoon,2024-04-23,Afternoon,4,Scheduled,false,1,29.00,2024,4,Tuesday,false,false,true
2536,9571,Parker W,Active,Afternoon,2024-04-23,Afternoon,4,Scheduled,false,3,20.67,2024,4,Tuesday,false,false,true
2537,9527,Cameron H,Resigned,Day,2024-04-24,Day,4,Scheduled,false,1,28.00,2024,4,Wednesday,false,false,true
2538,9548,Taylor C,Active,Afternoon,2024-04-24,Day,4,Scheduled,false,1,19.00,2024,4,Wednesday,false,false,true
2539,9528,Finley I,Resigned,Afternoon,2024-04-24,Afternoon,4,Scheduled,false,1,35.00,2024,4,Wednesday,false,false,true
2540,9551,Rowan B,Resigned,Day,2024-04-24,Afternoon,4,Scheduled,false,2,13.00,2024,4,Wednesday,false,false,true
2541,9570,Rowan T,Active,Afternoon,2024-04-25,Day,4,Scheduled,false,3,29.33,2024,4,Thursday,false,false,true
2542,9546,Taylor R,Resigned,Day,2024-04-25,Day,4,Scheduled,false,3,22.00,2024,4,Thursday,false,false,true
2543,9522,Harper W,Resigned,Day,2024-04-25,Afternoon,4,Scheduled,false,2,17.50,2024,4,Thursday,false,false,true
2544,9504,Riley A,Active,Day,2024-04-25,Afternoon,4,Scheduled,false,2,24.50,2024,4,Thursday,false,false,true
2545,9560,Finley A,Resigned,Afternoon,2024-04-26,Day,4,Scheduled,false,2,26.50,2024,4,Friday,false,false,true
2546,9563,Finley L,Resigned,Afternoon,2024-04-26,Day,4,Scheduled,false,3,16.00,2024,4,Friday,false,false,true
2547,9507,Quinn Y,Active,Day,2024-04-26,Afternoon,4,Scheduled,false,1,26.00,2024,4,Friday,false,false,true
2548,9503,Cameron T,Active,Afternoon,2024-04-26,Afternoon,4,Scheduled,false,3,15.00,2024,4,Friday,false,false,true
2549,9527,Cameron H,Resigned,Day,2024-04-29,Day,4,Scheduled,false,3,15.67,2024,4,Monday,false,false,true
2550,9558,Casey L,Resigned,Afternoon,2024-04-29,Day,4,Scheduled,false,3,29.33,2024,4,Monday,false,false,true
2551,9507,Quinn Y,Active,Day,2024-04-29,Afternoon,4,Scheduled,false,2,27.00,2024,4,Monday,false,false,true
2552,9560,Finley A,Resigned,Afternoon,2024-04-29,Afternoon,4,Scheduled,false,2,35.00,2024,4,Monday,false,false,true
2553,9571,Parker W,Active,Afternoon,2024-04-30,Day,4,Scheduled,false,2,23.00,2024,4,Tuesday,false,false,true
2554,9531,Skyler F,Active,Day,2024-04-30,Afternoon,4,Scheduled,false,2,20.00,2024,4,Tuesday,false,false,true
2555,9504,Riley A,Active,Day,2024-04-30,Afternoon,4,Scheduled,false,1,24.00,2024,4,Tuesday,false,false,true
2556,9547,Rowan C,Active,Afternoon,2024-05-01,Day,4,Scheduled,false,2,33.00,2024,5,Wednesday,false,false,true
2557,9525,Harper Z,Resigned,Day,2024-05-01,Afternoon,4,Scheduled,false,1,29.00,2024,5,Wednesday,false,false,true
2558,9546,Taylor R,Resigned,Day,2024-05-01,Afternoon,4,Scheduled,true,0,,2024,5,Wednesday,false,false,true
2559,9535,Quinn E,Resigned,Afternoon,2024-05-02,Day,4,Scheduled,false,3,30.00,2024,5,Thursday,false,false,true
2560,9555,Parker Z,Active,Afternoon,2024-05-02,Day,4,Scheduled,false,2,7.00,2024,5,Thursday,false,false,true
2561,9569,Riley D,Active,Afternoon,2024-05-02,Afternoon,4,Scheduled,false,1,17.00,2024,5,Thursday,false,false,true
2562,9563,Finley L,Resigned,Afternoon,2024-05-02,Afternoon,4,Scheduled,false,2,23.00,2024,5,Thursday,false,false,true
2563,9548,Taylor C,Active,Afternoon,2024-05-03,Day,4,Scheduled,false,1,21.00,2024,5,Friday,false,false,true
2564,9515,Dakota Y,Resigned,Day,2024-05-03,Day,4,Scheduled,false,4,22.25,2024,5,Friday,false,false,true
2565,9528,Finley I,Resigned,Afternoon,2024-05-03,Afternoon,4,Scheduled,false,1,37.00,2024,5,Friday,false,false,true
2566,9561,Jamie F,Resigned,Afternoon,2024-05-03,Afternoon,4,Scheduled,true,0,,2024,5,Friday,false,false,true
2567,9505,Cameron Z,Active,Afternoon,2024-05-06,Day,4,Scheduled,false,1,12.00,2024,5,Monday,false,false,true
2568,9531,Skyler F,Active,Day,2024-05-06,Day,4,Scheduled,false,3,17.33,2024,5,Monday,false,false,true
2569,9548,Taylor C,Active,Afternoon,2024-05-06,Afternoon,4,Scheduled,false,2,9.00,2024,5,Monday,false,false,true
2570,9504,Riley A,Active,Day,2024-05-06,Afternoon,4,Scheduled,false,4,22.50,2024,5,Monday,false,false,true
2571,9570,Rowan T,Active,Afternoon,2024-05-07,Day,4,Scheduled,false,3,23.00,2024,5,Tuesday,false,false,true
2572,9525,Harper Z,Resigned,Day,2024-05-07,Day,4,Scheduled,false,2,26.50,2024,5,Tuesday,false,false,true
2573,9569,Riley D,Active,Afternoon,2024-05-07,Afternoon,4,Scheduled,true,0,,2024,5,Tuesday,false,false,true
2574,9563,Finley L,Resigned,Afternoon,2024-05-07,Afternoon,4,Scheduled,false,1,25.00,2024,5,Tuesday,false,false,true
2575,9558,Casey L,Resigned,Afternoon,2024-05-08,Day,4,Scheduled,false,1,5.00,2024,5,Wednesday,false,false,true
2576,9507,Quinn Y,Active,Day,2024-05-08,Day,4,Scheduled,false,5,21.80,2024,5,Wednesday,false,false,true
2577,9511,Drew F,Resigned,Afternoon,2024-05-08,Afternoon,4,Scheduled,false,1,35.00,2024,5,Wednesday,false,false,true
2578,9551,Rowan B,Resigned,Day,2024-05-08,Afternoon,4,Scheduled,false,2,6.00,2024,5,Wednesday,false,false,true
2579,9503,Cameron T,Active,Afternoon,2024-05-09,Day,4,Scheduled,false,1,24.00,2024,5,Thursday,false,false,true
2580,9560,Finley A,Resigned,Afternoon,2024-05-09,Day,4,Scheduled,false,1,18.00,2024,5,Thursday,false,false,true
2581,9515,Dakota Y,Resigned,Day,2024-05-09,Afternoon,4,Scheduled,false,3,29.33,2024,5,Thursday,false,false,true
2582,9561,Jamie F,Resigned,Afternoon,2024-05-09,Afternoon,4,Scheduled,true,0,,2024,5,Thursday,false,false,true
2583,9535,Quinn E,Resigned,Afternoon,2024-05-10,Day,4,Scheduled,false,2,17.00,2024,5,Friday,false,false,true
2584,9527,Cameron H,Resigned,Day,2024-05-10,Day,4,Scheduled,false,3,13.33,2024,5,Friday,false,false,true
2585,9547,Rowan C,Active,Afternoon,2024-05-10,Afternoon,4,Scheduled,false,3,24.00,2024,5,Friday,false,false,true
2586,9546,Taylor R,Resigned,Day,2024-05-10,Afternoon,4,Scheduled,false,1,7.00,2024,5,Friday,false,false,true
2587,9563,Finley L,Resigned,Afternoon,2024-05-13,Day,4,Scheduled,false,2,24.50,2024,5,Monday,false,false,true
2588,9551,Rowan B,Resigned,Day,2024-05-13,Day,4,Scheduled,false,3,25.33,2024,5,Monday,false,false,true
2589,9571,Parker W,Active,Afternoon,2024-05-13,Afternoon,4,Scheduled,false,4,18.00,2024,5,Monday,false,false,true
2590,9507,Quinn Y,Active,Day,2024-05-13,Afternoon,4,Scheduled,false,2,34.00,2024,5,Monday,false,false,true
2591,9558,Casey L,Resigned,Afternoon,2024-05-14,Day,4,Scheduled,true,0,,2024,5,Tuesday,false,false,true
2592,9515,Dakota Y,Resigned,Day,2024-05-14,Day,4,Scheduled,false,1,22.00,2024,5,Tuesday,false,false,true
2593,9525,Harper Z,Resigned,Day,2024-05-14,Afternoon,4,Scheduled,false,4,30.25,2024,5,Tuesday,false,false,true
2594,9555,Parker Z,Active,Afternoon,2024-05-14,Afternoon,4,Scheduled,false,4,21.25,2024,5,Tuesday,false,false,true
